S0001	14	O	PROPN	LEMMA	o	O
S0001	14	O	PROPN	FEATS	Definite=Def|Gender=Masc|Number=Sing|PronType=Art	_
S0009	21	sangue-frio	NOUN	LEMMA	sangUe-frio	sangue-frio
S0011	13	sexta-feira	NOUN	LEMMA	sexta-Feira	sexta-feira
S0021	17	Diferente	ADV	LEMMA	diferente	diferentemente
S0021	17	Diferente	ADV	FEATS	Number=Sing	_
S0029	26	estrategista-chefe	NOUN	LEMMA	estrategIsta-chefe	estrategista-chefe
S0037	4	meses	NOUN	LEMMA	meses	m̻s
S0039	6	sugerem	VERB	LEMMA	sugerer	sugerir
S0039	12	BDRs	PROPN	LEMMA	BDrs	BDRs

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 8
Fchanged - fixed: 2
