S0001	13	instante	NOUN	FEATS	Gender=Masc|Number=Sing	Number=Sing
S0013	13	interrompida	VERB	LEMMA	interrompir	interromper
S0017	28	iFood	PROPN	LEMMA	Ifood	iFood
S0021	11	Abrasel-SP	PROPN	LEMMA	ABRASEL-SP	Abrasel-SP
S0023	9	iFood	PROPN	LEMMA	Ifood	iFood
S0027	3	iFood	PROPN	LEMMA	Ifood	iFood
S0029	2	iFood	PROPN	LEMMA	Ifood	iFood
S0031	17	revolta	NOUN	LEMMA	revolta	revolto

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 7
Fchanged - fixed: 1
