S0001	6	androides	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0001	17	🤖👶	ADJ	FEATS	Gender=Masc|NumType=Ord	_
S0003	26	bonecas	NOUN	LEMMA	boneca	boneco
S0003	27	androides	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0007	11	infantis	ADJ	LEMMA	infantl	infantil
S0029	17	androides	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0029	28	TikTok	PROPN	LEMMA	Tiktok	TikTok
S0031	26	nascida	NOUN	FEATS	Gender=Fem|Number=Sing|VerbForm=Part	Gender=Fem|Number=Sing
S0031	35	sugere	VERB	LEMMA	sugerer	sugerir

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 4
Fchanged - fixed: 5
