S0003	5	variante	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0007	3	variante	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0007	10	Dr.	PUNCT	LEMMA	DR.	Dr.
S0017	5	estejam	AUX	LEMMA	estejam	estar
S0017	26	variante	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0021	3	sugerem	VERB	LEMMA	sugerer	sugerir
S0021	18	variante	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0027	22	Dr.	PUNCT	LEMMA	DR.	Dr.
S0031	5	guarda	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 4
Fchanged - fixed: 5
