S0003	16	COVID-19	NUM	LEMMA	COVID-19	covid-19
S0007	7	variante	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0007	8	Ômicron	NOUN	LEMMA	Ômicron	ômicron
S0011	11	entregue	VERB	LEMMA	entregr	entregar
S0015	13	COVID-19	PROPN	FEATS	NumType=Card	_
S0015	15	influenza	NOUN	FEATS	Number=Sing	Gender=Fem|Number=Sing
S0019	22	COVID-19	NUM	LEMMA	COVID-19	covid-19
S0021	20	AMAs/UBSs	PROPN	LEMMA	AMAs/ubss	AMAs/UBSs
S0021	23	segunda	NOUN	LEMMA	segunda-feira	segundo
S0021	29	7h	NOUN	LEMMA	7H	7h
S0021	29	7h	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0021	32	21h	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0023	14	http://buscasaude	NOUN	FEATS	Gender=Fem|Number=Sing	_
S0029	1	gov.	PUNCT	LEMMA	GOV.	gov.
S0031	1	br.	PUNCT	LEMMA	BR.	br.
S0033	1	Proteja	VERB	LEMMA	proter	proteger

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 10
Fchanged - fixed: 6
