S0001	9	cesta	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0001	23	COVID-19	NUM	LEMMA	COVID-19	covid-19
S0001	25	📢🛒	ADJ	FEATS	Gender=Masc|NumType=Ord	_
S0003	7	cesta	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0007	2	perca	VERB	LEMMA	percer	perder
S0009	1	👉	ADJ	FEATS	Gender=Masc|NumType=Ord	_
S0011	1	com.	PUNCT	LEMMA	COM.	com.
S0013	1	br.	PUNCT	LEMMA	BR.	br.
S0017	18	pós-pandemia	NOUN	LEMMA	pós-Pandemia	pós-pandemia
S0019	20	quilombolas	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0023	2	cestas	NOUN	FEATS	Gender=Fem|Number=Plur	Number=Plur
S0023	30	www	SYM	LEMMA	WWW	www
S0027	1	gov.	PUNCT	LEMMA	GOV.	gov.
S0029	1	br.	PUNCT	LEMMA	BR.	br.
S0031	1	Proteja	VERB	LEMMA	protejer	proteger
S0031	8	cesta	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0033	1	⚠️	ADJ	FEATS	Gender=Fem|NumType=Ord	_

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 9
Fchanged - fixed: 8
