S0001	7	aranha-marrom	NOUN	LEMMA	aranhA-marrom	aranha-marrom
S0005	9	dormiam	VERB	LEMMA	dormr	dormir
S0007	16	devastadores	ADJ	LEMMA	devastadore	devastador
S0009	15	parecia	VERB	LEMMA	parecr	parecer
S0011	3	sentia	VERB	LEMMA	senter	sentir
S0011	13	alarmantes	ADJ	LEMMA	alarmantl	alarmante
S0015	2	aranha-marrom	NOUN	LEMMA	aranhA-marrom	aranha-marrom
S0015	25	temidas	VERB	LEMMA	temido	temer
S0017	5	caranguejeiras	NOUN	LEMMA	caranguejeira	caranguejeiro
S0019	20	aranha-marrom	NOUN	LEMMA	aranhA-marrom	aranha-marrom
S0021	3	age	VERB	LEMMA	ager	agir
S0023	23	aranha-marrom	NOUN	LEMMA	aranhA-marrom	aranha-marrom

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 12
Fchanged - fixed: 0
