S0001	24	covid-19	NUM	LEMMA	COVID-19	covid-19
S0003	13	descoberta	NOUN	LEMMA	descoberta	descoberto
S0003	26	meses	NOUN	LEMMA	meses	mÃªs
S0005	21	covid-19	NUM	LEMMA	COVID-19	covid-19
S0007	4	obtido	VERB	LEMMA	obtir	obter
S0007	17	inadequado	ADJ	FEATS	Gender=Masc|Number=Sing|VerbForm=Part	Gender=Masc|Number=Sing
S0009	17	vacinados	VERB	LEMMA	vacinado	vacinar
S0013	2	Dr.	PUNCT	LEMMA	DR.	Dr.
S0015	26	abra	VERB	LEMMA	abrar	abrir
S0017	9	salva	VERB	LEMMA	salr	salvar
S0017	16	status	NOUN	FEATS	Gender=Masc|Number=Sing	Gender=Masc
S0019	14	esposa	NOUN	LEMMA	esposa	esposo
S0019	17	covid-19	NUM	LEMMA	COVID-19	covid-19
S0021	7	esposa	NOUN	LEMMA	esposa	esposo
S0029	18	francesa	ADJ	LEMMA	francês	francÃªs
S0031	6	Dr.	PUNCT	LEMMA	DR.	Dr.
S0035	2	Dr.	PUNCT	LEMMA	DR.	Dr.
S0037	15	status	NOUN	FEATS	Gender=Masc|Number=Sing	Gender=Masc

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 15
Fchanged - fixed: 3
