S0001	14	descoberta	NOUN	LEMMA	descoberta	descoberto
S0001	18	COVID-19	NUM	LEMMA	COVID-19	covid-19
S0005	20	SARS-CoV-2	PROPN	LEMMA	SARS-COV-2	SARS-CoV-2
S0009	2	descoberta	NOUN	LEMMA	descoberta	descoberto
S0009	29	COVID-19	NUM	LEMMA	COVID-19	covid-19
S0011	7	sugere	VERB	LEMMA	sugerer	sugerir
S0017	7	COVID-19	NUM	LEMMA	COVID-19	covid-19
S0017	13	SARS-CoV-2	PROPN	LEMMA	SARS-COV-2	SARS-CoV-2
S0017	13	SARS-CoV-2	PROPN	FEATS	NumType=Card	_

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 8
Fchanged - fixed: 1
