S0003	6	7.out	NOUN	FEATS	Foreign=Yes|Gender=Masc|Number=Sing	_
S0003	10	28.out	NOUN	FEATS	Foreign=Yes|Gender=Masc|Number=Sing	_
S0003	17	Presidente	PROPN	FEATS	Number=Sing	_
S0003	21	Governadores	PROPN	LEMMA	governador	Governadores
S0003	21	Governadores	PROPN	FEATS	Gender=Masc|Number=Plur	_
S0003	30	Deputados	NOUN	LEMMA	Deputados	deputado
S0003	72	18.jun	NOUN	FEATS	Gender=Masc|Number=Sing	_
S0003	95	20.jul	NOUN	FEATS	Gender=Masc|Number=Sing	_
S0003	97	5.ago	NOUN	FEATS	Gender=Masc|Number=Sing	_
S0003	106	15.ago	NOUN	FEATS	Gender=Masc|Number=Sing	_
S0003	115	16.ago	NOUN	FEATS	Gender=Masc|Number=Sing	_
S0003	124	ilimitados	ADJ	FEATS	Gender=Masc|Number=Plur|VerbForm=Part	Gender=Masc|Number=Plur
S0003	128	31.ago	NOUN	FEATS	Gender=Masc|Number=Sing	_
S0003	130	4.out	NOUN	FEATS	Foreign=Yes|Gender=Masc|Number=Sing	_
S0003	140	TV	NOUN	LEMMA	tv	televisão
S0003	140	TV	NOUN	FEATS	Gender=Fem|Number=Sing	Abbr=Yes|Gender=Fem|Number=Sing
S0003	147	26.out	NOUN	FEATS	Foreign=Yes|Gender=Masc|Number=Sing	_
S0003	157	TV	NOUN	LEMMA	tv	televisão
S0003	157	TV	NOUN	FEATS	Gender=Fem|Number=Sing	Abbr=Yes|Gender=Fem|Number=Sing
S0003	168	DESEMPENHO	PROPN	FEATS	Gender=Masc|Number=Sing	_
S0003	173	existia	VERB	LEMMA	exister	existir
S0005	31	TV	NOUN	LEMMA	tv	televisão
S0005	31	TV	NOUN	FEATS	Gender=Fem|Number=Sing	Abbr=Yes|Gender=Fem|Number=Sing
S0007	1	FINANCIAMENTO	NOUN	LEMMA	FINANCIAMENTO	financiamento
S0015	9	Permitida	VERB	LEMMA	permiter	permitir
S0027	5	TV	NOUN	LEMMA	TV	televisão
S0027	5	TV	NOUN	FEATS	Gender=Fem|Number=Sing	Abbr=Yes|Gender=Fem|Number=Sing
S0035	3	DESEMPENHO	NOUN	LEMMA	DESEMPENHO	desempenho

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 10
Fchanged - fixed: 18
