S0003	1	Suposta	ADJ	FEATS	Gender=Fem|Number=Sing	Gender=Fem|Number=Sing|VerbForm=Part
S0003	3	envolvida	VERB	LEMMA	envolvido	envolver
S0005	14	sugere	VERB	LEMMA	sugerer	sugerir
S0011	34	Beija-Flor	PROPN	LEMMA	Beija-flor	Beija-Flor
S0015	7	Beija-Flor	PROPN	LEMMA	Beija-flor	Beija-Flor
S0015	9	pago	VERB	LEMMA	par	pagar
S0017	19	envolveu	VERB	LEMMA	envolvar	envolver
S0023	16	Beija-Flor	PROPN	LEMMA	Beija-flor	Beija-Flor
S0033	13	+	NUM	FEATS	_	NumType=Card
S0033	43	Beija-Flor	PROPN	LEMMA	Beija-flor	Beija-Flor
S0037	13	falha	ADJ	FEATS	Gender=Fem|Number=Sing	Gender=Fem|Number=Sing|VerbForm=Part
S0041	18	obra-prima	NOUN	LEMMA	obra-prIma	obra-prima

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 9
Fchanged - fixed: 3
