S0001	5	A	PROPN	LEMMA	o	A
S0001	5	A	PROPN	FEATS	Definite=Def|Gender=Fem|Number=Sing|PronType=Art	_
S0007	17	refletem	VERB	LEMMA	refleter	refletir
S0007	26	amado	ADJ	FEATS	Gender=Masc|Number=Sing	Gender=Masc|Number=Sing|VerbForm=Part
S0011	6	A320-233	NUM	LEMMA	A320-233	a320-233
S0013	5	desenvolvido	VERB	LEMMA	desenvolvir	desenvolver
S0015	18	pilotos	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0023	18	pilotos	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0029	10	manetes	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0033	14	colidiu	VERB	LEMMA	colidar	colidir
S0033	29	km/h	NOUN	FEATS	Gender=Masc	_
S0035	36	devida	ADJ	FEATS	Gender=Fem|Number=Sing	Gender=Fem|Number=Sing|VerbForm=Part
S0041	10	manetes	NOUN	FEATS	Gender=Fem|Number=Plur	Gender=Masc|Number=Plur
S0061	6	sigo	VERB	LEMMA	sigir	seguir

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 8
