S0003	16	rituais	NOUN	LEMMA	rituai	ritual
S0003	16	rituais	NOUN	FEATS	Gender=Masc|Number=Plur	Number=Plur
S0009	12	rituais	NOUN	LEMMA	rituai	ritual
S0009	12	rituais	NOUN	FEATS	Gender=Masc|Number=Plur	Number=Plur
S0009	43	rituais	NOUN	LEMMA	rituai	ritual
S0009	43	rituais	NOUN	FEATS	Gender=Masc|Number=Plur	Number=Plur
S0013	24	fizeram	VERB	LEMMA	fizeram	fazer
S0029	43	previam	VERB	LEMMA	prevr	prever
S0045	15	esposa	NOUN	LEMMA	esposa	esposo
S0045	29	esposa	NOUN	LEMMA	esposa	esposo
S0053	1	Fiquem	VERB	LEMMA	fiquar	ficar

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 8
Fchanged - fixed: 3
