S0005	18	extraterrestres	ADJ	LEMMA	extraterrestrl	extraterrestre
S0009	21	diretor-executivo	NOUN	LEMMA	diretOr-executivo	diretor-executivo
S0013	5	Senar/MS	PROPN	LEMMA	SENAR/MS	Senar/MS
S0015	38	presentes	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0025	33	envolvidos	VERB	LEMMA	envolvido	envolver
S0027	32	extraterrestres	ADJ	LEMMA	extraterrestrl	extraterrestre
S0029	27	OVNIs	PROPN	LEMMA	OVNis	OVNIs

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 1
