S0003	17	tiveram	VERB	LEMMA	tiveram	ter
S0003	20	mantidas	VERB	LEMMA	mantir	manter
S0003	33	3a	ADJ	LEMMA	3A	3a
S0003	42	5a	ADJ	LEMMA	5A	5a
S0019	8	defendeu	VERB	LEMMA	defendar	defender
S0019	22	las	PRON	LEMMA	las	lo
S0021	35	capim	NOUN	FEATS	Gender=Masc|Number=Sing	Number=Sing
S0023	2	ponto-chave	NOUN	LEMMA	ponto-cHave	ponto-chave
S0029	2	Controladoria-Geral	PROPN	LEMMA	ControladoriA-geral	Controladoria-Geral
S0037	3	sul-mato-grossense	ADJ	LEMMA	sul-mAto-grossense	sul-mato-grossense

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 9
Fchanged - fixed: 1
