S0009	8	interveio	VERB	LEMMA	interveir	intervir
S0011	11	querida	INTJ	FEATS	Gender=Fem|Number=Sing|VerbForm=Part	Gender=Fem|Number=Sing
S0017	6	doutora	NOUN	LEMMA	doutoro	doutor
S0017	15	mal-entendido	NOUN	LEMMA	mal-enTendido	mal-entendido
S0021	9	senhora	NOUN	LEMMA	senhoro	senhor
S0023	24	feito	ADJ	LEMMA	fazer	feito
S0031	24	ofereceu	VERB	LEMMA	oferecar	oferecer
S0035	8	2o	ADJ	FEATS	Gender=Masc|Number=Sing|NumType=Ord	Gender=Masc|NumType=Ord

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 2
