S0017	35	conhecido	ADJ	LEMMA	conhecer	conhecido
S0021	11	conhecido	NOUN	LEMMA	conhecer	conhecido
S0021	11	conhecido	NOUN	FEATS	Gender=Masc|Number=Sing|VerbForm=Part	Gender=Masc|Number=Sing
S0023	21	codinomes	NOUN	LEMMA	codinom	codinome
S0025	10	sugere	VERB	LEMMA	sugerer	sugerir
S0033	11	infundadas	ADJ	FEATS	Gender=Fem|Number=Plur|VerbForm=Part	Gender=Fem|Number=Plur
S0033	20	própria	ADJ	FEATS	Gender=Fem|Number=Sing|PronType=Dem	Gender=Fem|Number=Sing

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 4
Fchanged - fixed: 3
