S0009	19	romance	NOUN	FEATS	Gender=Masc|Number=Sing	Number=Sing
S0011	16	mascote	NOUN	FEATS	Number=Sing	Gender=Fem|Number=Sing
S0013	31	descobri	VERB	LEMMA	descobrer	descobrir
S0017	8	devastadoras	ADJ	LEMMA	devastadoro	devastador
S0033	24	existia	VERB	LEMMA	exister	existir
S0037	2	inúmeras	DET	FEATS	Gender=Fem|Number=Plur	Gender=Fem|Number=Plur|PronType=Art
S0067	6	HOMEM	PROPN	LEMMA	Homem	HOMEM
S0067	20	TERRITÓRIOS	PROPN	LEMMA	Territórios	TERRITÓRIOS
S0067	21	ULTRAMARINOS	ADJ	LEMMA	ULTRAMARINOS	ultramarino
S0067	21	ULTRAMARINOS	ADJ	FEATS	_	Gender=Masc|Number=Plur

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 4
