S0003	4	explique	VERB	LEMMA	expliquar	explicar
S0003	18	soubessem	VERB	LEMMA	souber	saber
S0003	30	enojadas”	PUNCT	LEMMA	ENOJADAS”	enojadas”
S0009	33	of	PROPN	FEATS	Foreign=Yes	_
S0009	54	colhidas	VERB	LEMMA	colhir	colher
S0013	8	:	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0015	15	pf	NOUN	LEMMA	PF	pf
S0017	20	us$7	NUM	LEMMA	US$7	us$7
S0017	32	us$4	NUM	LEMMA	US$4	us$4
S0017	50	us$	SYM	LEMMA	US$	us$
S0021	24	pudesse	VERB	LEMMA	pudesse	poder

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 9
Fchanged - fixed: 2
