S0001	1	andreas	PROPN	LEMMA	Andreas	andreas
S0001	3	richthofen	PROPN	LEMMA	Richthofen	richthofen
S0001	29	richthofen	PROPN	LEMMA	Richthofen	richthofen
S0001	31	andreas	PROPN	LEMMA	Andreas	andreas
S0001	32	albert	PROPN	FEATS	Foreign=Yes	_
S0001	56	terca-feira	NOUN	LEMMA	terca-fEira	terca-feira
S0003	40	cristiane	PROPN	FEATS	Gender=Fem|Number=Sing	_
S0003	50	whatsapp	NOUN	LEMMA	wHatsapp	whatsapp
S0005	3	quiser	VERB	LEMMA	quiser	querer
S0005	31	99331	NUM	FEATS	_	NumType=Card

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 7
Fchanged - fixed: 3
