S0001	28	cristina	PROPN	FEATS	Gender=Fem|Number=Sing	_
S0003	50	esquerd4lh4	NUM	LEMMA	ESQUERD4LH4	esquerd4lh4
S0003	55	descond3nad	NOUN	FEATS	Foreign=Yes|Gender=Masc|Number=Sing	_
S0003	56	l9	NUM	LEMMA	L9	l9
S0005	1	bens	NOUN	LEMMA	ben	bem
S0005	13	pra	ADP	LEMMA	pra	para
S0005	13	pra	ADP	FEATS	Abbr=Yes	_
S0007	1	socialismo	NOUN	FEATS	_	Gender=Masc|Number=Sing
S0009	17	v4gabund4	NUM	LEMMA	V4GABUND4	v4gabund4
S0009	20	pra	ADP	LEMMA	pra	para
S0009	20	pra	ADP	FEATS	Abbr=Yes	_

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 5
