S0001	7	tv	NOUN	LEMMA	tv	televisão
S0001	7	tv	NOUN	FEATS	Gender=Fem|Number=Sing	Abbr=Yes|Gender=Fem|Number=Sing
S0001	8	globo	NOUN	FEATS	Gender=Fem|Number=Sing	Gender=Masc|Number=Sing
S0001	84	devolvido	VERB	LEMMA	devolvir	devolver
S0003	28	walker	X	FEATS	Gender=Fem|Number=Sing	_
S0003	31	leite	NOUN	FEATS	Gender=Fem|Number=Sing	Gender=Masc|Number=Sing
S0005	4	pago	VERB	LEMMA	par	pagar
S0005	10	r$	SYM	LEMMA	R$	r$
S0005	13	r$	SYM	LEMMA	R$	r$
S0007	19	conseguiam	VERB	LEMMA	conseguer	conseguir

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 4
