S0001	3	lula	NOUN	FEATS	_	Gender=Fem|Number=Sing
S0001	70	meses	NOUN	LEMMA	meses	m̻s
S0001	83	sp	PROPN	LEMMA	SP	sp
S0001	105	brasil	NOUN	FEATS	Number=Sing	Gender=Masc|Number=Sing
S0001	126	presidente	NOUN	LEMMA	prEsidente	presidente
S0003	5	fizeram	VERB	LEMMA	fizeram	fazer
S0003	80	lula	NOUN	FEATS	Number=Sing	Gender=Fem|Number=Sing
S0005	9	messias	NOUN	FEATS	Gender=Masc|Number=Sing	Gender=Masc
S0005	12	messias	NOUN	FEATS	Number=Sing	Gender=Masc

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 4
Fchanged - fixed: 5
