S0005	16	próximo	ADV	FEATS	Gender=Masc|Number=Sing	_
S0005	23	senhora	NOUN	LEMMA	senhoro	senhor
S0005	38	escrito	ADJ	LEMMA	escrr	escrito
S0005	41	Faxina	PROPN	LEMMA	faxina	Faxina
S0007	6	escrito	VERB	LEMMA	escrir	escrever
S0031	8	meses	NOUN	LEMMA	meses	mÃªs
S0033	13	meses	NOUN	LEMMA	meses	mÃªs
S0043	15	Advogados/SP	PROPN	LEMMA	ADVOGADOS/SP	Advogados/SP
S0053	9	meses	NOUN	LEMMA	meses	mÃªs
S0075	2	carona	NOUN	FEATS	Gender=Fem|Number=Sing	Number=Sing
S0081	7	albergues	NOUN	FEATS	Foreign=Yes|Gender=Masc|Number=Plur	Gender=Masc|Number=Plur
S0087	17	ofendida	VERB	LEMMA	ofendir	ofender
S0103	5	bebo	VERB	LEMMA	bebar	beber

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 10
Fchanged - fixed: 3
