S0003	1	Cuidado	VERB	LEMMA	cuidadar	cuidar
S0003	1	Cuidado	VERB	FEATS	Gender=Masc|Number=Sing	Gender=Masc|Number=Sing|VerbForm=Part
S0013	3	poltrona	NOUN	LEMMA	poltrona	poltṛo
S0021	12	venham	VERB	LEMMA	ver	vir
S0023	7	terceirizadas	ADJ	FEATS	Gender=Fem|Number=Plur|VerbForm=Part	Gender=Fem|Number=Plur
S0027	20	limpas	VERB	LEMMA	limr	limpar
S0031	2	pra	ADP	LEMMA	pra	para
S0031	2	pra	ADP	FEATS	Abbr=Yes	_
S0037	16	resolvidos	VERB	LEMMA	resolvir	resolver

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 3
