S0001	2	la	DET	FEATS	Foreign=Yes	Foreign=Yes|PronType=Art
S0003	5	in"justiça	NOUN	FEATS	Gender=Fem|Number=Sing	_
S0005	12	hoje(10	NUM	LEMMA	HOJE(10	hoje(10
S0015	12	amanhã(11	NUM	LEMMA	AMANHÃ(11	amanhã(11
S0023	11	bloqueiam	VERB	LEMMA	bloqueiar	bloquear
S0027	6	endurecidas	VERB	LEMMA	endurecir	endurecer
S0029	14	meses	NOUN	LEMMA	meses	mÃªs
S0033	7	pago	VERB	LEMMA	par	pagar

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 2
