S0001	2	pra	ADP	LEMMA	pra	para
S0001	2	pra	ADP	FEATS	Abbr=Yes	_
S0005	4	pra	ADP	LEMMA	pra	para
S0005	4	pra	ADP	FEATS	Abbr=Yes	_
S0007	6	pra	ADP	LEMMA	pra	para
S0007	6	pra	ADP	FEATS	Abbr=Yes	_
S0007	18	cesta-básica	NOUN	LEMMA	cesta-bÁsica	cesta-básica
S0009	3	que	SCONJ	FEATS	PronType=Rel	_
S0015	17	assustadoras	ADJ	LEMMA	assustadoro	assustador
S0019	7	pra	ADP	LEMMA	pra	para
S0019	7	pra	ADP	FEATS	Abbr=Yes	_
S0033	6	pra	ADP	LEMMA	pra	para
S0033	6	pra	ADP	FEATS	Abbr=Yes	_
S0049	11	pra	ADP	LEMMA	pra	para
S0049	11	pra	ADP	FEATS	Abbr=Yes	_

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 8
Fchanged - fixed: 7
