S0001	4	meses	NOUN	LEMMA	meses	m̻s
S0001	9	1o	ADJ	FEATS	Gender=Masc|Number=Sing|NumType=Ord	Gender=Masc|NumType=Ord
S0007	8	meses	NOUN	LEMMA	meses	m̻s
S0009	10	13h	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0009	18	15h	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0011	4	14h	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0011	26	seguintes	ADJ	LEMMA	seguintl	seguinte
S0015	12	15h	NOUN	FEATS	Gender=Fem|Number=Plur	_
S0019	15	toda	ADV	FEATS	Gender=Fem|Number=Sing|PronType=Ind	_
S0019	40	funcionou	VERB	LEMMA	funcionor	funcionar
S0025	50	disseram	VERB	LEMMA	disseram	dizer

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 5
Fchanged - fixed: 6
