S0001	7	cometa	VERB	LEMMA	cometar	cometer
S0025	4	disseram	VERB	LEMMA	disseram	dizer
S0049	2	tive	VERB	LEMMA	tover	ter
S0053	5	culpado	ADJ	FEATS	Gender=Masc|Number=Sing	Gender=Masc|Number=Sing|VerbForm=Part
S0065	11	pra	ADP	LEMMA	pra	para
S0065	11	pra	ADP	FEATS	Abbr=Yes	_
S0067	6	DEPUTADO	NOUN	LEMMA	DEPUTADO	deputado
S0081	6	dolorida	ADJ	FEATS	Gender=Fem|Number=Sing|VerbForm=Part	Gender=Fem|Number=Sing
S0081	7	pra	ADP	LEMMA	pra	para
S0081	7	pra	ADP	FEATS	Abbr=Yes	_
S0081	13	querido	VERB	LEMMA	querir	querer

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 7
Fchanged - fixed: 4
