S0003	2	portugueses	NOUN	LEMMA	português	portuguÃªs
S0007	21	selfie	NOUN	FEATS	Gender=Fem|Number=Sing	Foreign=Yes|Gender=Fem|Number=Sing
S0011	4	mais	NOUN	FEATS	_	Gender=Masc|Number=Sing
S0013	14	portuguesa	ADJ	LEMMA	portugueso	portuguÃªs
S0015	3	portuguesa	ADJ	LEMMA	portugueso	portuguÃªs
S0017	6	portugueses	NOUN	LEMMA	português	portuguÃªs
S0019	4	tiveram	VERB	LEMMA	tiveram	ter
S0019	17	selvagens	NOUN	LEMMA	selvagel	selvagem
S0021	7	portuguesa	ADJ	LEMMA	portugueso	portuguÃªs
S0021	26	portugueses	NOUN	LEMMA	português	portuguÃªs
S0021	31	trazidas	VERB	LEMMA	trazir	trazer

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 9
Fchanged - fixed: 2
