S0003	11	pago	VERB	LEMMA	par	pagar
S0005	6	Mega-Sena	PROPN	LEMMA	Mega-sena	Mega-Sena
S0011	12	atendeu	VERB	LEMMA	atendar	atender
S0013	3	tiver	AUX	LEMMA	tiver	ter
S0019	2	outubro/2015	NUM	LEMMA	OUTUBRO/2015	outubro/2015
S0021	10	Mega-Sena	PROPN	LEMMA	Mega-sena	Mega-Sena
S0021	27	dividiu	VERB	LEMMA	dividar	dividir
S0029	11	Mega-Sena	PROPN	LEMMA	Mega-sena	Mega-Sena

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 8
Fchanged - fixed: 0
