S0001	3	tanques	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0001	4	chineses	ADJ	LEMMA	chinês	chinÃªs
S0003	9	tanques	NOUN	FEATS	Number=Plur	Gender=Masc|Number=Plur
S0003	10	chineses	ADJ	LEMMA	chinês	chinÃªs
S0007	10	anti-aérea	ADJ	LEMMA	antI-aéreo	anti-aéreo
S0007	16	super-rápidos	ADJ	LEMMA	supEr-rápido	super-rápido
S0007	24	milhas	NOUN	LEMMA	milha	milho
S0007	28	80km	NOUN	FEATS	Abbr=Yes|Gender=Masc	_
S0013	22	Jon-un	PROPN	LEMMA	Jon-Un	Jon-un

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 6
Fchanged - fixed: 3
