S0003	15	fizeram	VERB	LEMMA	fizeram	fazer
S0012	26	norte	NOUN	FEATS	Foreign=Yes	Gender=Masc|Number=Sing
S0012	27	americanos	NOUN	LEMMA	americAno	americano
S0017	14	medem	VERB	LEMMA	meder	medir
S0018	1	f	NOUN	FEATS	_	Gender=Masc|Number=Sing
S0018	35	farta	ADJ	FEATS	Gender=Fem|Number=Sing	Gender=Fem|Number=Sing|VerbForm=Part
S0018	52	dirigem	VERB	LEMMA	diriger	dirigir
S0018	54	chefs	NOUN	FEATS	Gender=Masc|Number=Plur	Foreign=Yes|Number=Plur
S0018	78	norte	ADJ	FEATS	_	Number=Sing
S0018	81	toda	ADV	FEATS	Gender=Fem|Number=Sing|PronType=Ind	_
S0018	116	cobertos	VERB	LEMMA	coberr	cobrir

==========================================================

Pchanged - fixed: 0
Lchanged - fixed: 5
Fchanged - fixed: 6
